cname,region_code,name,year,EQIregion,nuts_level,NUTS0_code,NUTS1_code,NUTS2_code,NUTS0_name,NUTS1_name,NUTS2_name,EQI,EQI_me,EQI_low_me,EQI_high_me,qualityp,impartialityp,corruptionp,corruption_subPer,corruption_subExp
Greece,EL62,Ionia Nisia,2017,2110,2,EL,EL6,EL62,Elláda,Kentriki Elláda,Ionia Nisia,-1.279,.257879,-1.536879,-1.021121,-1.12,-1.176,-1.413,-1.1427,.257879
Greece,EL62,Ionia Nisia,2024,2110,2,EL,EL6,EL62,Elláda,Kentriki Elláda,Ionia Nisia,-.55,.569147,-1.119147,.0191469999999999,-.439,-.087,-1.046,-.20209,-1.84453
Greece,EL62,Ionia Nisia,2010,2110,2,EL,EL6,EL62,Elláda,Kentriki Elláda,Ionia Nisia,-.913,.541581,-1.454581,-.3714190000000001,-.84,-.908,-.9,,
Greece,EL63,Dytiki Ellada,2010,2111,2,EL,EL6,EL63,Elláda,Kentriki Elláda,Dytiki Elláda,-.913,.541581,-1.454581,-.3714190000000001,-.84,-.908,-.9,,
Greece,EL63,Dytiki Ellada,2017,2111,2,EL,EL6,EL63,Elláda,Kentriki Elláda,Dytiki Elláda,-1.279,.257879,-1.536879,-1.021121,-1.12,-1.176,-1.413,-1.1427,.257879
Greece,EL63,Dytiki Ellada,2013,2111,2,EL,EL6,EL63,Elláda,Kentriki Elláda,Dytiki Elláda,-1.113,.322416,-1.435416,-.790584,-.832,-.92,-1.493,,
Greece,EL63,Dytiki Ellada,2024,2111,2,EL,EL6,EL63,Elláda,Kentriki Elláda,Dytiki Elláda,-1.239,.436127,-1.675127,-.8028730000000002,-.712,-1.277,-1.554,-.88006,-2.11431
Greece,EL63,Dytiki Ellada,2021,2111,2,EL,EL6,EL63,Elláda,Kentriki Elláda,Dytiki Elláda,-1.445,.320596,-1.765596,-1.124404,-.651,-1.692,-1.833,-.812187,-1.88503
Greece,EL64,Sterea Ellada,2017,2112,2,EL,EL6,EL64,Elláda,Kentriki Elláda,Sterea Elláda,-1.279,.257879,-1.536879,-1.021121,-1.12,-1.176,-1.413,-1.1427,.257879
Greece,EL64,Sterea Ellada,2021,2112,2,EL,EL6,EL64,Elláda,Kentriki Elláda,Sterea Elláda,-1.32,.334718,-1.654718,-.985282,-1.133,-1.372,-1.312,-.652089,-1.08113
Greece,EL64,Sterea Ellada,2013,2112,2,EL,EL6,EL64,Elláda,Kentriki Elláda,Sterea Elláda,-1.113,.322416,-1.435416,-.790584,-.832,-.92,-1.493,,
Greece,EL64,Sterea Ellada,2010,2112,2,EL,EL6,EL64,Elláda,Kentriki Elláda,Sterea Elláda,-.913,.541581,-1.454581,-.3714190000000001,-.84,-.908,-.9,,
Greece,EL64,Sterea Ellada,2024,2112,2,EL,EL6,EL64,Elláda,Kentriki Elláda,Sterea Elláda,-1.018,.328056,-1.346056,-.689944,-.595,-1.164,-1.152,-.950985,-1.29343
Greece,EL65,Peloponnisos,2017,2113,2,EL,EL6,EL65,Elláda,Kentriki Elláda,Peloponnisos,-1.279,.257879,-1.536879,-1.021121,-1.12,-1.176,-1.413,-1.1427,.257879
Greece,EL65,Peloponnisos,2024,2113,2,EL,EL6,EL65,Elláda,Kentriki Elláda,Peloponnisos,-1.108,.318564,-1.426564,-.789436,-.769,-1.309,-1.088,-.85298,-1.27332
Greece,EL65,Peloponnisos,2010,2113,2,EL,EL6,EL65,Elláda,Kentriki Elláda,Peloponnisos,-.913,.541581,-1.454581,-.3714190000000001,-.84,-.908,-.9,,
Greece,EL65,Peloponnisos,2013,2113,2,EL,EL6,EL65,Elláda,Kentriki Elláda,Peloponnisos,-1.113,.322416,-1.435416,-.790584,-.832,-.92,-1.493,,
Greece,EL65,Peloponnisos,2021,2113,2,EL,EL6,EL65,Elláda,Kentriki Elláda,Peloponnisos,-.9409999999999999,.323746,-1.264746,-.617254,-.597,-1.082,-1.042,-.491205,-.745158
Spain,ES11,Galicia,2021,601,2,ES,ES1,ES11,España,Noroeste,Galicia,-.291,.24694,-.53794,-.04406,-.085,-.342,-.413,-.465844,.588641
Spain,ES11,Galicia,2017,601,2,ES,ES1,ES11,España,Noroeste,Galicia,-.33,.269196,-.5991960000000001,-.060804,-.12,-.201,-.635,.486628,.269196
Spain,ES11,Galicia,2013,601,2,ES,ES1,ES11,España,Noroeste,Galicia,-.43,.264022,-.6940219999999999,-.165978,-.788,-.317,-.148,,
Spain,ES11,Galicia,2010,601,2,ES,ES1,ES11,España,Noroeste,Galicia,.542,.508053,.0339470000000001,1.050053,.124,.826,.62,,
Spain,ES11,Galicia,2024,601,2,ES,ES1,ES11,España,Noroeste,Galicia,-.387,.175334,-.562334,-.211666,-.008,-.59,-.508,-.058585,.127324
Spain,ES12,Principado de Asturias,2010,602,2,ES,ES1,ES12,España,Noroeste,Principado de Asturias,.486,.468536,.017464,.9545360000000001,.275,.793,.34,,
Spain,ES12,Principado de Asturias,2017,602,2,ES,ES1,ES12,España,Noroeste,Principado de Asturias,.323,.330297,-.007297,.653297,.597,.522,-.182,.879408,.330297
Spain,ES12,Principado de Asturias,2013,602,2,ES,ES1,ES12,España,Noroeste,Principado de Asturias,.463,.299032,.163968,.762032,.74,.448,.162,,
Spain,ES12,Principado de Asturias,2021,602,2,ES,ES1,ES12,España,Noroeste,Principado de Asturias,.627,.138884,.488116,.765884,.5649999999999999,.863,.386,.676982,.8980860000000001
Spain,ES12,Principado de Asturias,2024,602,2,ES,ES1,ES12,España,Noroeste,Principado de Asturias,.061,.252,-.191,.313,.642,-.405,-.061,.088114,.81271
Spain,ES13,Cantabria,2017,603,2,ES,ES1,ES13,España,Noroeste,Cantabria,.532,.332608,.199392,.864608,.698,.873,-.03,.800996,.332608
Spain,ES13,Cantabria,2010,603,2,ES,ES1,ES13,España,Noroeste,Cantabria,.179,.440293,-.261293,.619293,.128,.218,.173,,
Spain,ES13,Cantabria,2024,603,2,ES,ES1,ES13,España,Noroeste,Cantabria,.623,.176543,.446457,.799543,.975,.609,.196,.702556,.67783
Spain,ES13,Cantabria,2021,603,2,ES,ES1,ES13,España,Noroeste,Cantabria,.119,.155373,-.036373,.274373,.125,.208,.01,.237708,.651756
Spain,ES13,Cantabria,2013,603,2,ES,ES1,ES13,España,Noroeste,Cantabria,.445,.223234,.221766,.668234,.233,.632,.431,,
Spain,ES21,País Vasco,2013,604,2,ES,ES2,ES21,España,Noreste,País Vasco,.329,.359976,-.030976,.688976,.507,.169,.283,,
Spain,ES21,País Vasco,2010,604,2,ES,ES2,ES21,España,Noreste,País Vasco,.625,.384942,.240058,1.009942,.743,.577,.493,,
Spain,ES21,País Vasco,2017,604,2,ES,ES2,ES21,España,Noreste,País Vasco,.757,.28431,.47269,1.04131,1.013,.8179999999999999,.364,1.02915,.28431
Spain,ES21,País Vasco,2024,604,2,ES,ES2,ES21,España,Noreste,País Vasco,.051,.28,-.229,.331,.344,-.317,.119,.341919,.894942
Spain,ES21,País Vasco,2021,604,2,ES,ES2,ES21,España,Noreste,País Vasco,.978,.40578,.57222,1.38378,1.051,1.179,.596,.776939,1.18552
Spain,ES22,Comunidad Foral de Navarra,2024,605,2,ES,ES2,ES22,España,Noreste,Comunidad Foral de Navarra,.048,.171594,-.123594,.219594,.017,.047,.075,.377746,.776166
Spain,ES22,Comunidad Foral de Navarra,2013,605,2,ES,ES2,ES22,España,Noreste,Comunidad Foral de Navarra,.309,.253086,.055914,.562086,.316,.348,.236,,
Spain,ES22,Comunidad Foral de Navarra,2021,605,2,ES,ES2,ES22,España,Noreste,Comunidad Foral de Navarra,.723,.181689,.541311,.904689,1.041,.784,.263,.631039,.716812
Spain,ES22,Comunidad Foral de Navarra,2017,605,2,ES,ES2,ES22,España,Noreste,Comunidad Foral de Navarra,.605,.2916,.3134,.8966000000000001,.798,.625,.331,1.07581,.2916
Spain,ES22,Comunidad Foral de Navarra,2010,605,2,ES,ES2,ES22,España,Noreste,Comunidad Foral de Navarra,.207,.329998,-.122998,.536998,.469,.089,.042,,
Spain,ES23,La Rioja,2021,606,2,ES,ES2,ES23,España,Noreste,La Rioja,.855,.273778,.5812219999999999,1.128778,1.383,.642,.446,.979762,.697358
Spain,ES23,La Rioja,2010,606,2,ES,ES2,ES23,España,Noreste,La Rioja,.261,.499148,-.238148,.760148,-.028,.456,.329,,
Spain,ES23,La Rioja,2017,606,2,ES,ES2,ES23,España,Noreste,La Rioja,.345,.325851,.019149,.670851,.95,.228,-.179,.755918,.325851
Spain,ES23,La Rioja,2024,606,2,ES,ES2,ES23,España,Noreste,La Rioja,.213,.169496,.043504,.382496,.256,.425,-.072,.372031,.5087
Spain,ES23,La Rioja,2013,606,2,ES,ES2,ES23,España,Noreste,La Rioja,.41,.252643,.157357,.662643,.6,.142,.453,,
Spain,ES24,Aragón,2013,607,2,ES,ES2,ES24,España,Noreste,Aragón,.165,.222507,-.057507,.387507,.24,.022,.218,,
Spain,ES24,Aragón,2021,607,2,ES,ES2,ES24,España,Noreste,Aragón,-.179,.237608,-.416608,.058608,.02,-.242,-.295,-.060602,.391924
Spain,ES24,Aragón,2024,607,2,ES,ES2,ES24,España,Noreste,Aragón,.035,.241913,-.206913,.276913,.365,-.226,-.04,.322131,.619112
Spain,ES24,Aragón,2017,607,2,ES,ES2,ES24,España,Noreste,Aragón,.199,.321278,-.122278,.520278,.449,.221,-.092,.809815,.321278
Spain,ES24,Aragón,2010,607,2,ES,ES2,ES24,España,Noreste,Aragón,.329,.405618,-.076618,.734618,.295,.39,.268,,
Spain,ES30,Comunidad de Madrid,2010,608,2,ES,ES3,ES30,España,Comunidad de Madrid,Comunidad de Madrid,-.019,.461037,-.480037,.442037,-.467,-.092,.503,,
Spain,ES30,Comunidad de Madrid,2017,608,2,ES,ES3,ES30,España,Comunidad de Madrid,Comunidad de Madrid,-.123,.499456,-.622456,.376456,.5620000000000001,-.349,-.57,.831383,.499456
Spain,ES30,Comunidad de Madrid,2021,608,2,ES,ES3,ES30,España,Comunidad de Madrid,Comunidad de Madrid,-.214,.367006,-.581006,.153006,.338,-.438,-.518,-.660965,.594102
Spain,ES30,Comunidad de Madrid,2013,608,2,ES,ES3,ES30,España,Comunidad de Madrid,Comunidad de Madrid,.307,.318492,-.011492,.6254919999999999,.085,.5580000000000001,.252,,
Spain,ES30,Comunidad de Madrid,2024,608,2,ES,ES3,ES30,España,Comunidad de Madrid,Comunidad de Madrid,.339,.220572,.118428,.559572,.581,.446,-.059,.376244,.527846
Spain,ES41,Castilla y León,2013,609,2,ES,ES4,ES41,España,Centro (ES),Castilla y León,.29,.213678,.076322,.503678,.198,.419,.227,,
Spain,ES41,Castilla y León,2024,609,2,ES,ES4,ES41,España,Centro (ES),Castilla y León,-1.242,.412303,-1.654303,-.829697,-.6929999999999999,-2.138,-.72,-.8363080000000001,.509768
Spain,ES41,Castilla y León,2010,609,2,ES,ES4,ES41,España,Centro (ES),Castilla y León,.005,.448636,-.443636,.453636,-.177,.237,-.045,,
Spain,ES41,Castilla y León,2021,609,2,ES,ES4,ES41,España,Centro (ES),Castilla y León,-.208,.22853,-.43653,.02053,-.296,-.069,-.237,-.201923,.644384
Spain,ES41,Castilla y León,2017,609,2,ES,ES4,ES41,España,Centro (ES),Castilla y León,-.228,.412191,-.640191,.184191,.379,-.595,-.445,.810141,.412191
Spain,ES42,Castilla-la Mancha,2013,610,2,ES,ES4,ES42,España,Centro (ES),Castilla-La Mancha,-.153,.202775,-.355775,.049775,-.283,-.188,.026,,
Spain,ES42,Castilla-la Mancha,2017,610,2,ES,ES4,ES42,España,Centro (ES),Castilla-La Mancha,-.199,.293582,-.492582,.094582,-.054,-.112,-.41,.647743,.293582
Spain,ES42,Castilla-la Mancha,2021,610,2,ES,ES4,ES42,España,Centro (ES),Castilla-La Mancha,.285,.170756,.114244,.4557559999999999,.334,.355,.136,.345307,.775006
Spain,ES42,Castilla-la Mancha,2010,610,2,ES,ES4,ES42,España,Centro (ES),Castilla-La Mancha,.235,.395825,-.160825,.630825,.157,.263,.261,,
Spain,ES42,Castilla-la Mancha,2024,610,2,ES,ES4,ES42,España,Centro (ES),Castilla-La Mancha,.028,.194118,-.166118,.222118,.42,-.252,-.087,.320661,.531339
Spain,ES43,Extremadura,2017,611,2,ES,ES4,ES43,España,Centro (ES),Extremadura,.124,.281148,-.157148,.405148,.422,.097,-.16,.782176,.281148
Spain,ES43,Extremadura,2010,611,2,ES,ES4,ES43,España,Centro (ES),Extremadura,.412,.38585,.02615,.7978499999999999,.508,.383,.304,,
Spain,ES43,Extremadura,2013,611,2,ES,ES4,ES43,España,Centro (ES),Extremadura,.196,.225967,-.029967,.421967,.322,-.147,.397,,
Spain,ES43,Extremadura,2021,611,2,ES,ES4,ES43,España,Centro (ES),Extremadura,.453,.17677,.27623,.6297700000000001,.5590000000000001,.511,.241,.366286,.948101
Spain,ES43,Extremadura,2024,611,2,ES,ES4,ES43,España,Centro (ES),Extremadura,-.764,.363111,-1.127111,-.400889,-.305,-1.393,-.487,-.753115,.860873
Spain,ES51,Cataluña,2017,612,2,ES,ES5,ES51,España,Este,Cataluña,-.293,.352023,-.6450229999999999,.059023,-.094,-.341,-.413,.82148,.352023
Spain,ES51,Cataluña,2021,612,2,ES,ES5,ES51,España,Este,Cataluña,-.6850000000000001,.254346,-.939346,-.430654,-.472,-.514,-.994,-.740126,-.207603
Spain,ES51,Cataluña,2024,612,2,ES,ES5,ES51,España,Este,Cataluña,-.232,.236199,-.468199,.004199,-.596,.198,-.266,.136004,.38392
Spain,ES51,Cataluña,2010,612,2,ES,ES5,ES51,España,Este,Cataluña,-.331,.423601,-.7546010000000001,.092601,-.617,-.458,.116,,
Spain,ES51,Cataluña,2013,612,2,ES,ES5,ES51,España,Este,Cataluña,-.114,.266125,-.380125,.152125,-.244,-.148,.059,,
Spain,ES52,Comunitat Valenciana,2024,613,2,ES,ES5,ES52,España,Este,Comunitat Valenciana ,-.181,.231719,-.412719,.050719,-.093,-.043,-.381,-.183483,.488075
Spain,ES52,Comunitat Valenciana,2010,613,2,ES,ES5,ES52,España,Este,Comunitat Valenciana ,.185,.401839,-.216839,.586839,.243,.293,-.001,,
Spain,ES52,Comunitat Valenciana,2013,613,2,ES,ES5,ES52,España,Este,Comunitat Valenciana ,-.204,.27778,-.48178,.07378,-.346,-.185,-.064,,
Spain,ES52,Comunitat Valenciana,2021,613,2,ES,ES5,ES52,España,Este,Comunitat Valenciana ,.295,.187837,.107163,.482837,.285,.634,-.066,.066732,.685399
Spain,ES52,Comunitat Valenciana,2017,613,2,ES,ES5,ES52,España,Este,Comunitat Valenciana ,-.347,.399826,-.746826,.052826,.027,-.465,-.5679999999999999,.67456,.399826
Spain,ES53,Illes Balears,2024,614,2,ES,ES5,ES53,España,Este,Illes Balears,-.263,.248457,-.5114570000000001,-.014543,.038,-.268,-.521,-.372201,.415409
Spain,ES53,Illes Balears,2021,614,2,ES,ES5,ES53,España,Este,Illes Balears,.19,.174341,.015659,.364341,.051,.384,.114,.166691,.918249
Spain,ES53,Illes Balears,2013,614,2,ES,ES5,ES53,España,Este,Illes Balears,.032,.271872,-.239872,.303872,-.231,.212,.113,,
Spain,ES53,Illes Balears,2010,614,2,ES,ES5,ES53,España,Este,Illes Balears,.149,.415701,-.266701,.564701,.017,.22,.195,,
Spain,ES53,Illes Balears,2017,614,2,ES,ES5,ES53,España,Este,Illes Balears,-.444,.381998,-.825998,-.062002,-.354,-.306,-.627,.698541,.381998
Spain,ES61,Andalucía,2010,615,2,ES,ES6,ES61,España,Sur,Andalucía,-.111,.415652,-.526652,.304652,-.335,-.066,.08,,
Spain,ES61,Andalucía,2021,615,2,ES,ES6,ES61,España,Sur,Andalucía,-.523,.308669,-.831669,-.214331,-.419,-.553,-.54,-.9247570000000001,.824438
Spain,ES61,Andalucía,2013,615,2,ES,ES6,ES61,España,Sur,Andalucía,-.054,.241822,-.295822,.187822,.017,-.013,-.162,,
Spain,ES61,Andalucía,2024,615,2,ES,ES6,ES61,España,Sur,Andalucía,-.764,.304799,-1.068799,-.459201,-.279,-1.179,-.726,-.699002,.359708
Spain,ES61,Andalucía,2017,615,2,ES,ES6,ES61,España,Sur,Andalucía,-.642,.365327,-1.007327,-.276673,-.529,-.715,-.618,.784169,.365327
Spain,ES62,Región de Murcia,2013,616,2,ES,ES6,ES62,España,Sur,Región de Murcia,.369,.265212,.103788,.634212,.432,.301,.343,,
Spain,ES62,Región de Murcia,2021,616,2,ES,ES6,ES62,España,Sur,Región de Murcia,-.033,.130232,-.163232,.097232,.035,.362,-.493,.012172,-.050427
Spain,ES62,Región de Murcia,2010,616,2,ES,ES6,ES62,España,Sur,Región de Murcia,.291,.426577,-.135577,.7175769999999999,.398,.515,-.069,,
Spain,ES62,Región de Murcia,2017,616,2,ES,ES6,ES62,España,Sur,Región de Murcia,-.034,.316345,-.350345,.282345,.372,-.028,-.443,.706018,.316345
Spain,ES62,Región de Murcia,2024,616,2,ES,ES6,ES62,España,Sur,Región de Murcia,.086,.157189,-.071189,.243189,.413,.109,-.276,.339492,.160327
Spain,ES70,Canarias,2013,619,2,ES,ES7,ES70,España,Canarias,Canarias,-.254,.25374,-.5077400000000001,-.00026,-.5659999999999999,-.046,-.128,,
Spain,ES70,Canarias,2017,619,2,ES,ES7,ES70,España,Canarias,Canarias,-.609,.289813,-.898813,-.319187,-.736,-.368,-.662,.683378,.289813
Spain,ES70,Canarias,2021,619,2,ES,ES7,ES70,España,Canarias,Canarias,-.501,.23703,-.73803,-.26397,-.215,-.452,-.781,-.550065,-.008193
Spain,ES70,Canarias,2010,619,2,ES,ES7,ES70,España,Canarias,Canarias,.287,.452808,-.165808,.739808,.078,.431,.324,,
Spain,ES70,Canarias,2024,619,2,ES,ES7,ES70,España,Canarias,Canarias,-.139,.226887,-.365887,.087887,-.162,.309,-.544,.033127,-.031874
Finland,FI19,Länsi-Suomi,2017,801,2,FI,FI1,FI19,Suomi/Finland,Manner-Suomi,Länsi-Suomi,1.395,.292264,1.102736,1.687264,1.161,1.27,1.614,.876976,.292264
Finland,FI19,Länsi-Suomi,2013,801,2,FI,FI1,FI19,Suomi/Finland,Manner-Suomi,Länsi-Suomi,1.735,.238561,1.496439,1.973561,2.255,1.38,1.424,,
Finland,FI19,Länsi-Suomi,2024,801,2,FI,FI1,FI19,Suomi/Finland,Manner-Suomi,Länsi-Suomi,1.542,.137792,1.404208,1.679792,1.308,1.487,1.612,1.52401,1.2044
Finland,FI19,Länsi-Suomi,2010,801,2,FI,FI1,FI19,Suomi/Finland,Manner-Suomi,Länsi-Suomi,1.53,,,,1.347,1.213,1.877,,
Finland,FI19,Länsi-Suomi,2021,801,2,FI,FI1,FI19,Suomi/Finland,Manner-Suomi,Länsi-Suomi,1.441,.192915,1.248085,1.633915,1.336,1.465,1.363,1.52529,.731191
Finland,FI1B,Helsinki-Uusimaa,2013,802,2,FI,FI1,FI1B,Suomi/Finland,Manner-Suomi,Helsinki-Uusimaa,1.415,.2341,1.1809,1.6491,1.469,1.218,1.437,,
Finland,FI1B,Helsinki-Uusimaa,2021,802,2,FI,FI1,FI1B,Suomi/Finland,Manner-Suomi,Helsinki-Uusimaa,1.637,.166686,1.470314,1.803686,1.59,1.513,1.627,1.58931,1.15685
Finland,FI1B,Helsinki-Uusimaa,2017,802,2,FI,FI1,FI1B,Suomi/Finland,Manner-Suomi,Helsinki-Uusimaa,1.555,.286779,1.268221,1.841779,1.367,1.465,1.675,.837672,.286779
Finland,FI1B,Helsinki-Uusimaa,2024,802,2,FI,FI1,FI1B,Suomi/Finland,Manner-Suomi,Helsinki-Uusimaa,1.559,.174758,1.384242,1.733758,1.414,1.456,1.586,1.64897,1.03133
Finland,FI1B,Helsinki-Uusimaa,2010,802,2,FI,FI1,FI1B,Suomi/Finland,Manner-Suomi,Helsinki-Uusimaa,1.53,,,,1.347,1.213,1.877,,
Finland,FI1C,Etelä-Suomi,2021,803,2,FI,FI1,FI1C,Suomi/Finland,Manner-Suomi,Etelä-Suomi,1.441,.172633,1.268367,1.613633,1.32,1.414,1.432,1.46556,.921603
Finland,FI1C,Etelä-Suomi,2013,803,2,FI,FI1,FI1C,Suomi/Finland,Manner-Suomi,Etelä-Suomi,1.415,.24883,1.16617,1.66383,1.469,1.218,1.437,,
Finland,FI1C,Etelä-Suomi,2017,803,2,FI,FI1,FI1C,Suomi/Finland,Manner-Suomi,Etelä-Suomi,1.466,.291713,1.174287,1.757713,1.257,1.323,1.67,.8915960000000001,.291713
Finland,FI1C,Etelä-Suomi,2024,803,2,FI,FI1,FI1C,Suomi/Finland,Manner-Suomi,Etelä-Suomi,1.627,.15511,1.47189,1.78211,1.28,1.661,1.71,1.68285,1.22758
Finland,FI1C,Etelä-Suomi,2010,803,2,FI,FI1,FI1C,Suomi/Finland,Manner-Suomi,Etelä-Suomi,1.53,,,,1.347,1.213,1.877,,
Finland,FI1D,Pohjois- ja Itä-Suomi,2010,804,2,FI,FI1,FI1D,Suomi/Finland,Manner-Suomi,Pohjois- ja Itä-Suomi,1.53,,,,1.347,1.213,1.877,,
Finland,FI1D,Pohjois- ja Itä-Suomi,2024,804,2,FI,FI1,FI1D,Suomi/Finland,Manner-Suomi,Pohjois- ja Itä-Suomi,1.935,.174917,1.760083,2.109917,1.868,1.874,1.79,1.72943,1.32994
Finland,FI1D,Pohjois- ja Itä-Suomi,2017,804,2,FI,FI1,FI1D,Suomi/Finland,Manner-Suomi,Pohjois- ja Itä-Suomi,1.502,.280685,1.221315,1.782685,1.168,1.438,1.748,.968365,.280685
Finland,FI1D,Pohjois- ja Itä-Suomi,2021,804,2,FI,FI1,FI1D,Suomi/Finland,Manner-Suomi,Pohjois- ja Itä-Suomi,1.63,.175407,1.454593,1.805407,1.565,1.569,1.579,1.54785,1.10929
Finland,FI1D,Pohjois- ja Itä-Suomi,2013,804,2,FI,FI1,FI1D,Suomi/Finland,Manner-Suomi,Pohjois- ja Itä-Suomi,1.415,.255765,1.159235,1.670765,1.469,1.218,1.437,,
Finland,FI20,Åland,2021,805,2,FI,FI2,FI20,Suomi/Finland,Åland,Åland,2.289,.239792,2.049208,2.528792,2.197,2.41,2.01,2.17702,1.26184
Finland,FI20,Åland,2010,805,2,FI,FI2,FI20,Suomi/Finland,Åland,Åland,1.53,,,,1.347,1.213,1.877,,
Finland,FI20,Åland,2017,805,2,FI,FI2,FI20,Suomi/Finland,Åland,Åland,2.385,.340344,2.044656,2.725344,2.08,2.264,2.572,1.12952,.340344
Finland,FI20,Åland,2024,805,2,FI,FI2,FI20,Suomi/Finland,Åland,Åland,2.585,.222897,2.362103,2.807897,2.492,2.812,2.088,2.05894,1.55633
Finland,FI20,Åland,2013,805,2,FI,FI2,FI20,Suomi/Finland,Åland,Åland,2.822,.278044,2.543956,3.100044,3.314,2.644,2.271,,
France,FR10,Île de France,2017,1801,2,FR,FR1,FR10,France,Ile-de-France,Ile-de-France,.616,.303656,.312344,.919656,.462,.586,.737,.13694,.303656
France,FR10,Île de France,2010,1801,2,FR,FR1,FR10,France,Ile-de-France,Ile-de-France,.674,.361731,.312269,1.035731,.639,.554,.762,,
France,FR10,Île de France,2013,1801,2,FR,FR1,FR10,France,Ile-de-France,Ile-de-France,.466,.324443,.141557,.790443,.29,.476,.592,,
France,FR10,Île de France,2021,1801,2,FR,FR1,FR10,France,Ile-de-France,Ile-de-France,.146,.261355,-.115355,.407355,-.04,.479,-.017,.038601,-.799822
France,FR10,Île de France,2024,1801,2,FR,FR1,FR10,France,Ile-de-France,Ile-de-France,.023,.272643,-.249643,.295643,.103,.037,-.075,.013766,-.320654
France,FRB0,Centre - Val de Loire,2021,1802,2,FR,FRB,FRB0,France,Centre — Val de Loire,Centre — Val de Loire,.728,.19205,.5359499999999999,.92005,.379,.904,.821,.542002,.238586
France,FRB0,Centre - Val de Loire,2010,1802,2,FR,FRB,FRB0,France,Centre — Val de Loire,Centre — Val de Loire,.366,.329479,.036521,.695479,.584,.188,.288,,
France,FRB0,Centre - Val de Loire,2013,1802,2,FR,FRB,FRB0,France,Centre — Val de Loire,Centre — Val de Loire,.331,.310346,.020654,.641346,.37,.147,.449,,
France,FRB0,Centre - Val de Loire,2024,1802,2,FR,FRB,FRB0,France,Centre — Val de Loire,Centre — Val de Loire,.384,.351441,.032559,.735441,.025,.271,.802,.585977,.742007
France,FRB0,Centre - Val de Loire,2017,1802,2,FR,FRB,FRB0,France,Centre — Val de Loire,Centre — Val de Loire,.452,.263615,.188385,.715615,.583,.263,.466,.089873,.263615
France,FRC1,Bourgogne,2024,1803,2,FR,FRC,FRC1,France,Bourgogne-Franche-Comté,Bourgogne,.458,.284045,.173955,.7420450000000001,.374,.313,.621,.41068,.580969
France,FRC1,Bourgogne,2017,1803,2,FR,FRC,FRC1,France,Bourgogne-Franche-Comté,Bourgogne,.522,.241509,.280491,.763509,.314,.473,.728,.451545,.241509
France,FRC1,Bourgogne,2021,1803,2,FR,FRC,FRC1,France,Bourgogne-Franche-Comté,Bourgogne,.546,.226665,.319335,.772665,.363,.526,.6899999999999999,.322843,.220808
France,FRC1,Bourgogne,2013,1803,2,FR,FRC,FRC1,France,Bourgogne-Franche-Comté,Bourgogne,.331,.305182,.025818,.636182,.432,.189,.345,,
France,FRC1,Bourgogne,2010,1803,2,FR,FRC,FRC1,France,Bourgogne-Franche-Comté,Bourgogne,.61,.323054,.286946,.9330540000000001,.995,.367,.406,,
France,FRC2,Franche-Comté,2017,1804,2,FR,FRC,FRC2,France,Bourgogne-Franche-Comté,Franche-Comté,.569,.253926,.315074,.8229259999999999,.642,.372,.635,.341952,.253926
France,FRC2,Franche-Comté,2013,1804,2,FR,FRC,FRC2,France,Bourgogne-Franche-Comté,Franche-Comté,.388,.332716,.055284,.720716,.326,.268,.537,,
France,FRC2,Franche-Comté,2021,1804,2,FR,FRC,FRC2,France,Bourgogne-Franche-Comté,Franche-Comté,.533,.265236,.267764,.7982360000000001,.457,.409,.676,.365068,.150061
France,FRC2,Franche-Comté,2024,1804,2,FR,FRC,FRC2,France,Bourgogne-Franche-Comté,Franche-Comté,.492,.180401,.311599,.672401,.222,.675,.511,.412125,.372754
France,FRC2,Franche-Comté,2010,1804,2,FR,FRC,FRC2,France,Bourgogne-Franche-Comté,Franche-Comté,.308,.297257,.010743,.6052569999999999,.411,.311,.171,,
France,FRD1,Basse-Normandie,2017,1805,2,FR,FRD,FRD1,France,Normandie,Basse-Normandie ,.537,.219289,.317711,.756289,.447,.541,.569,.21765,.219289
France,FRD1,Basse-Normandie,2024,1805,2,FR,FRD,FRD1,France,Normandie,Basse-Normandie ,.579,.28598,.2930199999999999,.86498,.475,.403,.776,.595337,.685092
France,FRD1,Basse-Normandie,2021,1805,2,FR,FRD,FRD1,France,Normandie,Basse-Normandie ,.769,.246512,.5224880000000001,1.015512,.774,.706,.742,.5873429999999999,.045634
France,FRD1,Basse-Normandie,2013,1805,2,FR,FRD,FRD1,France,Normandie,Basse-Normandie ,.821,.258356,.5626439999999999,1.079356,.653,.727,1.012,,
France,FRD1,Basse-Normandie,2010,1805,2,FR,FRD,FRD1,France,Normandie,Basse-Normandie ,.731,.290151,.440849,1.021151,.679,.626,.8129999999999999,,
France,FRD2,Haute-Normandie,2024,1806,2,FR,FRD,FRD2,France,Normandie,Haute-Normandie ,.427,.266795,.160205,.6937949999999999,.229,.395,.596,.322191,.622729
France,FRD2,Haute-Normandie,2021,1806,2,FR,FRD,FRD2,France,Normandie,Haute-Normandie ,.574,.24886,.32514,.8228599999999999,.442,.63,.586,.346255,.003216
France,FRD2,Haute-Normandie,2013,1806,2,FR,FRD,FRD2,France,Normandie,Haute-Normandie ,.736,.2397,.4963,.9757,.832,.6870000000000001,.627,,
