cname,region_code,name,year,EQIregion,nuts_level,NUTS0_code,NUTS1_code,NUTS2_code,NUTS0_name,NUTS1_name,NUTS2_name,EQI,EQI_me,EQI_low_me,EQI_high_me,qualityp,impartialityp,corruptionp,corruption_subPer,corruption_subExp
Hungary,HU22,Nyugat-Dunántúl,2010,1404,2,HU,HU2,HU22,Magyarország,Dunántúl,Nyugat-Dunántúl,-.535,.226254,-.7612540000000001,-.308746,-.488,-.728,-.335,,
Hungary,HU22,Nyugat-Dunántúl,2021,1404,2,HU,HU2,HU22,Magyarország,Dunántúl,Nyugat-Dunántúl,-1.106,.396773,-1.502773,-.7092270000000001,-1.269,-.892,-1.036,-.426493,-1.30735
Hungary,HU23,Dél-Dunántúl,2013,1405,2,HU,HU2,HU23,Magyarország,Dunántúl,Dél-Dunántúl,-.528,.311531,-.839531,-.216469,-.506,-.448,-.585,,
Hungary,HU23,Dél-Dunántúl,2024,1405,2,HU,HU2,HU23,Magyarország,Dunántúl,Dél-Dunántúl,-1.181,.319339,-1.500339,-.861661,-1.096,-1.071,-1.209,-.756849,-.149567
Hungary,HU23,Dél-Dunántúl,2010,1405,2,HU,HU2,HU23,Magyarország,Dunántúl,Dél-Dunántúl,-.535,.226254,-.7612540000000001,-.308746,-.488,-.728,-.335,,
Hungary,HU23,Dél-Dunántúl,2021,1405,2,HU,HU2,HU23,Magyarország,Dunántúl,Dél-Dunántúl,-1.007,.346549,-1.353549,-.6604509999999999,-1.237,-.859,-.8139999999999999,-.3379,-.986531
Hungary,HU23,Dél-Dunántúl,2017,1405,2,HU,HU2,HU23,Magyarország,Dunántúl,Dél-Dunántúl,-.86,.549426,-1.409426,-.310574,-.855,-.83,-.8070000000000001,-2.0788,.549426
Hungary,HU31,Észak-Magyarország,2024,1406,2,HU,HU3,HU31,Magyarország,Alföld és Észak,Észak-Magyarország,-1.276,.341022,-1.617022,-.9349780000000001,-1.147,-1.009,-1.492,-.725623,-.7093469999999999
Hungary,HU31,Észak-Magyarország,2017,1406,2,HU,HU3,HU31,Magyarország,Alföld és Észak,Észak-Magyarország,-.968,.502313,-1.470313,-.465687,-1.371,-.798,-.639,-1.78205,.502313
Hungary,HU31,Észak-Magyarország,2010,1406,2,HU,HU3,HU31,Magyarország,Alföld és Észak,Észak-Magyarország,-.635,.220305,-.855305,-.414695,-.364,-.9330000000000001,-.545,,
Hungary,HU31,Észak-Magyarország,2021,1406,2,HU,HU3,HU31,Magyarország,Alföld és Észak,Észak-Magyarország,-1.511,.430418,-1.941418,-1.080582,-1.892,-1.065,-1.412,-.6377119999999999,-1.78828
Hungary,HU31,Észak-Magyarország,2013,1406,2,HU,HU3,HU31,Magyarország,Alföld és Észak,Észak-Magyarország,-.712,.313682,-1.025682,-.3983179999999999,-.468,-.755,-.851,,
Hungary,HU32,Észak-Alföld,2013,1407,2,HU,HU3,HU32,Magyarország,Alföld és Észak,Észak-Alföld,-.712,.313682,-1.025682,-.3983179999999999,-.468,-.755,-.851,,
Hungary,HU32,Észak-Alföld,2024,1407,2,HU,HU3,HU32,Magyarország,Alföld és Észak,Észak-Alföld,-1.462,.267783,-1.729783,-1.194217,-1.095,-1.497,-1.587,-.979387,-.631745
Hungary,HU32,Észak-Alföld,2021,1407,2,HU,HU3,HU32,Magyarország,Alföld és Észak,Észak-Alföld,-1.466,.356056,-1.822056,-1.109944,-1.382,-1.339,-1.515,-.67378,-1.94394
Hungary,HU32,Észak-Alföld,2010,1407,2,HU,HU3,HU32,Magyarország,Alföld és Észak,Észak-Alföld,-.635,.220305,-.855305,-.414695,-.364,-.9330000000000001,-.545,,
Hungary,HU32,Észak-Alföld,2017,1407,2,HU,HU3,HU32,Magyarország,Alföld és Észak,Észak-Alföld,-1.153,.518052,-1.671052,-.6349480000000001,-.913,-1.462,-.968,-2.01542,.518052
Hungary,HU33,Dél-Alföld,2024,1408,2,HU,HU3,HU33,Magyarország,Alföld és Észak,Dél-Alföld,-1.191,.317831,-1.508831,-.8731690000000001,-1.018,-1.019,-1.368,-.691052,-.511873
Hungary,HU33,Dél-Alföld,2017,1408,2,HU,HU3,HU33,Magyarország,Alföld és Észak,Dél-Alföld,-.627,.530281,-1.157281,-.096719,-.665,-.582,-.572,-1.68821,.530281
Hungary,HU33,Dél-Alföld,2021,1408,2,HU,HU3,HU33,Magyarország,Alföld és Észak,Dél-Alföld,-1.002,.405694,-1.407694,-.596306,-1.161,-.65,-1.087,-.374522,-1.4553
Hungary,HU33,Dél-Alföld,2013,1408,2,HU,HU3,HU33,Magyarország,Alföld és Észak,Dél-Alföld,-.712,.313682,-1.025682,-.3983179999999999,-.468,-.755,-.851,,
Hungary,HU33,Dél-Alföld,2010,1408,2,HU,HU3,HU33,Magyarország,Alföld és Észak,Dél-Alföld,-.635,.220305,-.855305,-.414695,-.364,-.9330000000000001,-.545,,
Ireland,IE04,Northern and Western,2010,10001,2,IE,IE0,IE04,Éire/Ireland,Ireland,Northern and Western,.925,,,,.747,.895,1.042,,
Ireland,IE04,Northern and Western,2013,10001,2,IE,IE0,IE04,Éire/Ireland,Ireland,Northern and Western,.765,,,,.613,.977,.642,,
Ireland,IE04,Northern and Western,2017,10001,2,IE,IE0,IE04,Éire/Ireland,Ireland,Northern and Western,.918,,,,.758,.988,.916,,
Ireland,IE04,Northern and Western,2024,10001,2,IE,IE0,IE04,Éire/Ireland,Ireland,Northern and Western,1.014,.213155,.800845,1.227155,1.034,.748,1.116,.226379,-.031722
Ireland,IE04,Northern and Western,2021,10001,2,IE,IE0,IE04,Éire/Ireland,Ireland,Northern and Western,.543,.24354,.2994600000000001,.78654,.451,.662,.456,.987967,-.075558
Ireland,IE05,Southern,2010,10002,2,IE,IE0,IE05,Éire/Ireland,Ireland,Southern,.925,,,,.747,.895,1.042,,
Ireland,IE05,Southern,2017,10002,2,IE,IE0,IE05,Éire/Ireland,Ireland,Southern,.918,,,,.758,.988,.916,,
Ireland,IE05,Southern,2024,10002,2,IE,IE0,IE05,Éire/Ireland,Ireland,Southern,1.175,.246849,.9281510000000001,1.421849,1.208,.893,1.258,.437849,.021387
Ireland,IE05,Southern,2021,10002,2,IE,IE0,IE05,Éire/Ireland,Ireland,Southern,.877,.246463,.630537,1.123463,.771,.726,1.038,1.09526,.895161
Ireland,IE05,Southern,2013,10002,2,IE,IE0,IE05,Éire/Ireland,Ireland,Southern,.765,,,,.613,.977,.642,,
Ireland,IE06,Eastern and Midland,2021,10003,2,IE,IE0,IE06,Éire/Ireland,Ireland,Eastern and Midland,.428,.200969,.227031,.628969,.442,.361,.436,.703932,.179738
Ireland,IE06,Eastern and Midland,2013,10003,2,IE,IE0,IE06,Éire/Ireland,Ireland,Eastern and Midland,.765,,,,.613,.977,.642,,
Ireland,IE06,Eastern and Midland,2024,10003,2,IE,IE0,IE06,Éire/Ireland,Ireland,Eastern and Midland,.917,.29912,.61788,1.21612,1.032,.948,.641,.109973,-.801034
Ireland,IE06,Eastern and Midland,2010,10003,2,IE,IE0,IE06,Éire/Ireland,Ireland,Eastern and Midland,.925,,,,.747,.895,1.042,,
Ireland,IE06,Eastern and Midland,2017,10003,2,IE,IE0,IE06,Éire/Ireland,Ireland,Eastern and Midland,.918,,,,.758,.988,.916,,
Italy,ITC1,Piemonte,2017,301,2,IT,ITC,ITC1,Italia,Nord-Ovest,Piemonte,-1.08,.236961,-1.316961,-.8430390000000001,-.6820000000000001,-1.398,-1.05,-.422346,.236961
Italy,ITC1,Piemonte,2024,301,2,IT,ITC,ITC1,Italia,Nord-Ovest,Piemonte,-.28,.267605,-.547605,-.012395,.151,-.801,-.151,-.015136,1.1976
Italy,ITC1,Piemonte,2013,301,2,IT,ITC,ITC1,Italia,Nord-Ovest,Piemonte,-.79,.346802,-1.136802,-.443198,-.227,-1.131,-.947,,
Italy,ITC1,Piemonte,2010,301,2,IT,ITC,ITC1,Italia,Nord-Ovest,Piemonte,-.257,.23751,-.49451,-.01949,-.074,-.285,-.386,,
Italy,ITC1,Piemonte,2021,301,2,IT,ITC,ITC1,Italia,Nord-Ovest,Piemonte,-.503,.154995,-.657995,-.348005,-.247,-.8179999999999999,-.389,.423411,1.11252
Italy,ITC2,Valle d’Aosta,2021,302,2,IT,ITC,ITC2,Italia,Nord-Ovest,Valle d’Aosta/Vallée d’Aoste,-.51,.21276,-.7227600000000001,-.29724,.022,-.757,-.741,.203162,.68623
Italy,ITC2,Valle d’Aosta,2010,302,2,IT,ITC,ITC2,Italia,Nord-Ovest,Valle d’Aosta/Vallée d’Aoste,.449,.238802,.210198,.687802,.861,0,.441,,
Italy,ITC2,Valle d’Aosta,2017,302,2,IT,ITC,ITC2,Italia,Nord-Ovest,Valle d’Aosta/Vallée d’Aoste,-.552,.374128,-.9261280000000001,-.177872,-1.325,.066,-.343,.033455,.374128
Italy,ITC2,Valle d’Aosta,2024,302,2,IT,ITC,ITC2,Italia,Nord-Ovest,Valle d’Aosta/Vallée d’Aoste,-.127,.272791,-.399791,.145791,.75,-.762,-.351,.419287,.390161
Italy,ITC2,Valle d’Aosta,2013,302,2,IT,ITC,ITC2,Italia,Nord-Ovest,Valle d’Aosta/Vallée d’Aoste,.38,.332597,.047403,.7125969999999999,.774,.263,.072,,
Italy,ITC3,Liguria,2017,303,2,IT,ITC,ITC3,Italia,Nord-Ovest,Liguria,-1.136,.201491,-1.337491,-.9345089999999999,-.504,-1.319,-1.47,-1.22285,.201491
Italy,ITC3,Liguria,2024,303,2,IT,ITC,ITC3,Italia,Nord-Ovest,Liguria,.081,.298921,-.217921,.379921,.041,.014,.178,.662794,1.13279
Italy,ITC3,Liguria,2021,303,2,IT,ITC,ITC3,Italia,Nord-Ovest,Liguria,-.616,.189607,-.805607,-.426393,-.485,-.8179999999999999,-.478,.353668,1.01991
Italy,ITC3,Liguria,2013,303,2,IT,ITC,ITC3,Italia,Nord-Ovest,Liguria,-.964,.362219,-1.326219,-.6017809999999999,-.853,-.905,-1.052,,
Italy,ITC3,Liguria,2010,303,2,IT,ITC,ITC3,Italia,Nord-Ovest,Liguria,-.586,.311072,-.897072,-.274928,-.541,-.653,-.504,,
Italy,ITC4,Lombardia,2017,304,2,IT,ITC,ITC4,Italia,Nord-Ovest,Lombardia,-.374,.280838,-.654838,-.093162,.589,-.971,-.701,.082415,.280838
Italy,ITC4,Lombardia,2010,304,2,IT,ITC,ITC4,Italia,Nord-Ovest,Lombardia,-.695,.209745,-.9047449999999999,-.485255,-.492,-.869,-.655,,
Italy,ITC4,Lombardia,2024,304,2,IT,ITC,ITC4,Italia,Nord-Ovest,Lombardia,-.225,.250227,-.475227,.025227,.411,-.841,-.214,.042851,1.02231
Italy,ITC4,Lombardia,2021,304,2,IT,ITC,ITC4,Italia,Nord-Ovest,Lombardia,-.798,.186217,-.984217,-.6117830000000001,-.224,-1.205,-.878,.027122,.6124039999999999
Italy,ITC4,Lombardia,2013,304,2,IT,ITC,ITC4,Italia,Nord-Ovest,Lombardia,-.6909999999999999,.353115,-1.044115,-.3378849999999999,-.221,-.879,-.914,,
Italy,ITF1,Abruzzo,2013,305,2,IT,ITF,ITF1,Italia,Sud,Abruzzo,-1.186,.359058,-1.545058,-.826942,-1.115,-1.232,-1.111,,
Italy,ITF1,Abruzzo,2017,305,2,IT,ITF,ITF1,Italia,Sud,Abruzzo,-1.839,.339605,-2.178605,-1.499395,-2.304,-.64,-2.386,.032421,.339605
Italy,ITF1,Abruzzo,2021,305,2,IT,ITF,ITF1,Italia,Sud,Abruzzo,-1.096,.181153,-1.277153,-.9148470000000001,-.999,-1.24,-.928,.926991,.757153
Italy,ITF1,Abruzzo,2010,305,2,IT,ITF,ITF1,Italia,Sud,Abruzzo,-.979,.3313,-1.3103,-.6476999999999999,-.771,-1.022,-1.047,,
Italy,ITF1,Abruzzo,2024,305,2,IT,ITF,ITF1,Italia,Sud,Abruzzo,-.903,.280885,-1.183885,-.622115,-.446,-1.21,-.925,-.05886,-.200912
Italy,ITF2,Molise,2017,306,2,IT,ITF,ITF2,Italia,Sud,Molise,-1.059,.339605,-1.398605,-.719395,-.7,-.733,-1.638,.032421,.339605
Italy,ITF2,Molise,2024,306,2,IT,ITF,ITF2,Italia,Sud,Molise,-1.938,.390501,-2.328501,-1.547499,-2.113,-2.152,-1.275,-1.4041,.492557
Italy,ITF2,Molise,2013,306,2,IT,ITF,ITF2,Italia,Sud,Molise,-1.691,.35304,-2.04404,-1.33796,-1.675,-1.647,-1.608,,
Italy,ITF2,Molise,2021,306,2,IT,ITF,ITF2,Italia,Sud,Molise,-1.205,.163921,-1.368921,-1.041079,-1.302,-1.276,-.906,.802037,.948858
Italy,ITF2,Molise,2010,306,2,IT,ITF,ITF2,Italia,Sud,Molise,-1.184,.345233,-1.529233,-.8387669999999999,-1.082,-1.452,-.899,,
Italy,ITF3,Campania,2021,307,2,IT,ITF,ITF3,Italia,Sud,Campania,-1.912,.221345,-2.133345,-1.690655,-2.098,-1.554,-1.876,.616003,1.30385
Italy,ITF3,Campania,2017,307,2,IT,ITF,ITF3,Italia,Sud,Campania,-1.767,.248828,-2.015828,-1.518172,-1.549,-1.912,-1.662,-.624059,.248828
Italy,ITF3,Campania,2013,307,2,IT,ITF,ITF3,Italia,Sud,Campania,-2.212,.328326,-2.540326,-1.883674,-2.162,-2.185,-2.102,,
Italy,ITF3,Campania,2010,307,2,IT,ITF,ITF3,Italia,Sud,Campania,-1.691,.293044,-1.984044,-1.397956,-2.194,-1.759,-.951,,
Italy,ITF3,Campania,2024,307,2,IT,ITF,ITF3,Italia,Sud,Campania,-1.215,.269448,-1.484448,-.9455520000000001,-1.191,-1.187,-1.097,-.52171,-.058142
Italy,ITF4,Puglia,2024,308,2,IT,ITF,ITF4,Italia,Sud,Puglia,-1.266,.329814,-1.595814,-.936186,-1.492,-1.458,-.67,-.195007,.410435
Italy,ITF4,Puglia,2021,308,2,IT,ITF,ITF4,Italia,Sud,Puglia,-1.331,.121282,-1.452282,-1.209718,-1.378,-1.399,-1.071,.937808,1.12498
Italy,ITF4,Puglia,2013,308,2,IT,ITF,ITF4,Italia,Sud,Puglia,-1.641,.376267,-2.017267,-1.264733,-1.432,-1.76,-1.594,,
Italy,ITF4,Puglia,2017,308,2,IT,ITF,ITF4,Italia,Sud,Puglia,-1.429,.200489,-1.629489,-1.228511,-1.006,-1.479,-1.657,.047653,.200489
Italy,ITF4,Puglia,2010,308,2,IT,ITF,ITF4,Italia,Sud,Puglia,-1.929,.316818,-2.245818,-1.612182,-1.812,-1.518,-2.265,,
Italy,ITF5,Basilicata,2024,309,2,IT,ITF,ITF5,Italia,Sud,Basilicata,-1.079,.199992,-1.278992,-.879008,-.758,-1.345,-.984,-.449351,.07975
Italy,ITF5,Basilicata,2010,309,2,IT,ITF,ITF5,Italia,Sud,Basilicata,-1.334,.301353,-1.635353,-1.032647,-1.215,-1.238,-1.418,,
Italy,ITF5,Basilicata,2021,309,2,IT,ITF,ITF5,Italia,Sud,Basilicata,-1.421,.190173,-1.611173,-1.230827,-1.304,-1.624,-1.18,.375447,.919266
Italy,ITF5,Basilicata,2013,309,2,IT,ITF,ITF5,Italia,Sud,Basilicata,-1.48,.356944,-1.836944,-1.123056,-1.082,-1.816,-1.416,,
Italy,ITF5,Basilicata,2017,309,2,IT,ITF,ITF5,Italia,Sud,Basilicata,-1.535,.223358,-1.758358,-1.311642,-1.671,-.754,-2.026,.398938,.223358
Italy,ITF6,Calabria,2021,310,2,IT,ITF,ITF6,Italia,Sud,Calabria,-2.069,.124043,-2.193043,-1.944957,-2.13,-2.223,-1.627,.609066,.8508599999999999
Italy,ITF6,Calabria,2017,310,2,IT,ITF,ITF6,Italia,Sud,Calabria,-2.075,.206552,-2.281552,-1.868448,-2.473,-2.212,-1.332,.486386,.206552
Italy,ITF6,Calabria,2024,310,2,IT,ITF,ITF6,Italia,Sud,Calabria,-1.278,.310498,-1.588498,-.9675020000000001,-1.395,-1.389,-.869,-.740412,.5841190000000001
Italy,ITF6,Calabria,2013,310,2,IT,ITF,ITF6,Italia,Sud,Calabria,-1.714,.420713,-2.134713,-1.293287,-1.877,-1.472,-1.648,,
Italy,ITF6,Calabria,2010,310,2,IT,ITF,ITF6,Italia,Sud,Calabria,-1.697,.44201,-2.13901,-1.25499,-2.08,-1.732,-1.11,,
Italy,ITG1,Sicilia,2021,311,2,IT,ITG,ITG1,Italia,Isole,Sicilia,-1.347,.206672,-1.553672,-1.140328,-1.082,-1.496,-1.317,.082726,.992655
Italy,ITG1,Sicilia,2013,311,2,IT,ITG,ITG1,Italia,Isole,Sicilia,-1.624,.3169,-1.9409,-1.3071,-1.999,-1.327,-1.409,,
Italy,ITG1,Sicilia,2010,311,2,IT,ITG,ITG1,Italia,Isole,Sicilia,-1.847,.322493,-2.169493,-1.524507,-1.73,-1.551,-2.077,,
Italy,ITG1,Sicilia,2024,311,2,IT,ITG,ITG1,Italia,Isole,Sicilia,-2.059,.356936,-2.415936,-1.702064,-2.116,-2.452,-1.32,-1.24451,.248666
Italy,ITG1,Sicilia,2017,311,2,IT,ITG,ITG1,Italia,Isole,Sicilia,-1.439,.277073,-1.716073,-1.161927,-1.29,-1.778,-1.103,-.8494159999999999,.277073
Italy,ITG2,Sardegna,2010,312,2,IT,ITG,ITG2,Italia,Isole,Sardegna,-1.283,.278953,-1.561953,-1.004047,-1.151,-.866,-1.706,,
Italy,ITG2,Sardegna,2017,312,2,IT,ITG,ITG2,Italia,Isole,Sardegna,-1.109,.346478,-1.455478,-.7625219999999999,-1.095,-.676,-1.444,-2.01076,.346478
Italy,ITG2,Sardegna,2013,312,2,IT,ITG,ITG2,Italia,Isole,Sardegna,-1.374,.368164,-1.742164,-1.005836,-1.379,-1.534,-1.094,,
Italy,ITG2,Sardegna,2021,312,2,IT,ITG,ITG2,Italia,Isole,Sardegna,-1.252,.19466,-1.44666,-1.05734,-1.146,-1.557,-.915,.29194,.960767
Italy,ITG2,Sardegna,2024,312,2,IT,ITG,ITG2,Italia,Isole,Sardegna,-.225,.270955,-.495955,.045955,-.438,-.127,-.079,.477048,.839423
Italy,ITH1,Bolzano/Bozen,2013,313,2,IT,ITH,ITH1,Italia,Nord-Est,Provincia Autonoma di Bolzano/Bozen,.695,.305183,.389817,1.000183,1.019,.517,.491,,
Italy,ITH1,Bolzano/Bozen,2021,313,2,IT,ITH,ITH1,Italia,Nord-Est,Provincia Autonoma di Bolzano/Bozen,-.238,.214562,-.452562,-.023438,.333,-.72,-.302,-.335674,.497472
Italy,ITH1,Bolzano/Bozen,2010,313,2,IT,ITH,ITH1,Italia,Nord-Est,Provincia Autonoma di Bolzano/Bozen,.5620000000000001,.22427,.3377300000000001,.78627,.923,.203,.505,,
Italy,ITH1,Bolzano/Bozen,2024,313,2,IT,ITH,ITH1,Italia,Nord-Est,Provincia Autonoma di Bolzano/Bozen,.075,.190924,-.115924,.265924,.618,-.452,.048,.677148,.875785
Italy,ITH1,Bolzano/Bozen,2017,313,2,IT,ITH,ITH1,Italia,Nord-Est,Provincia Autonoma di Bolzano/Bozen,-.243,.201492,-.444492,-.041508,-.411,.012,-.305,-.182207,.201492
Italy,ITH2,Trento,2010,314,2,IT,ITH,ITH2,Italia,Nord-Est,Provincia Autonoma di Trento,.319,.263473,.055527,.582473,.886,-.292,.33,,
Italy,ITH2,Trento,2013,314,2,IT,ITH,ITH2,Italia,Nord-Est,Provincia Autonoma di Trento,.729,.322738,.406262,1.051738,1.218,.456,.45,,
Italy,ITH2,Trento,2021,314,2,IT,ITH,ITH2,Italia,Nord-Est,Provincia Autonoma di Trento,.021,.218026,-.197026,.239026,.668,-.34,-.268,-.061576,.611626
Italy,ITH2,Trento,2017,314,2,IT,ITH,ITH2,Italia,Nord-Est,Provincia Autonoma di Trento,-.243,.612663,-.855663,.369663,-.411,.012,-.305,-3.33705,.612663
Italy,ITH2,Trento,2024,314,2,IT,ITH,ITH2,Italia,Nord-Est,Provincia Autonoma di Trento,.411,.250349,.160651,.661349,1.113,-.131,.194,.799167,1.02658
Italy,ITH3,Veneto,2013,315,2,IT,ITH,ITH3,Italia,Nord-Est,Veneto,-.37,.346402,-.716402,-.023598,-.226,-.353,-.501,,
Italy,ITH3,Veneto,2021,315,2,IT,ITH,ITH3,Italia,Nord-Est,Veneto,-.137,.337612,-.474612,.200612,.42,-.636,-.18,-.221712,.817454
Italy,ITH3,Veneto,2017,315,2,IT,ITH,ITH3,Italia,Nord-Est,Veneto,-.344,.30382,-.64782,-.04018,.477,-.588,-.887,-1.67139,.30382
Italy,ITH3,Veneto,2010,315,2,IT,ITH,ITH3,Italia,Nord-Est,Veneto,-.54,.250159,-.7901590000000001,-.289841,-.216,-.92,-.43,,
Italy,ITH3,Veneto,2024,315,2,IT,ITH,ITH3,Italia,Nord-Est,Veneto,-.403,.166763,-.569763,-.236237,-.265,-.914,.027,.47008,1.04511
Italy,ITH4,Friuli-Venezia Giulia,2010,316,2,IT,ITH,ITH4,Italia,Nord-Est,Friuli-Venezia Giulia,.017,.201181,-.184181,.218181,.095,-.102,.056,,
Italy,ITH4,Friuli-Venezia Giulia,2021,316,2,IT,ITH,ITH4,Italia,Nord-Est,Friuli-Venezia Giulia,-.048,.314961,-.362961,.266961,.369,-.41,-.098,-1.05934,-.123434
Italy,ITH4,Friuli-Venezia Giulia,2013,316,2,IT,ITH,ITH4,Italia,Nord-Est,Friuli-Venezia Giulia,.13,.296011,-.166011,.426011,.42,-.071,.03,,
Italy,ITH4,Friuli-Venezia Giulia,2017,316,2,IT,ITH,ITH4,Italia,Nord-Est,Friuli-Venezia Giulia,-.372,.213979,-.585979,-.158021,-.269,-.393,-.417,-.476033,.213979
Italy,ITH4,Friuli-Venezia Giulia,2024,316,2,IT,ITH,ITH4,Italia,Nord-Est,Friuli-Venezia Giulia,.718,.24,.478,.958,1.111,.506,.436,1.21024,1.06651
Italy,ITH5,Emilia-Romagna,2024,317,2,IT,ITH,ITH5,Italia,Nord-Est,Emilia-Romagna,-1.102,.506242,-1.608242,-.5957580000000001,-.083,-1.986,-1.082,-1.16189,.609024
Italy,ITH5,Emilia-Romagna,2017,317,2,IT,ITH,ITH5,Italia,Nord-Est,Emilia-Romagna,-.346,.229093,-.575093,-.116907,.053,-.627,-.429,-1.47094,.229093
Italy,ITH5,Emilia-Romagna,2013,317,2,IT,ITH,ITH5,Italia,Nord-Est,Emilia-Romagna,-.399,.312135,-.7111350000000001,-.086865,-.166,-.386,-.611,,
Italy,ITH5,Emilia-Romagna,2010,317,2,IT,ITH,ITH5,Italia,Nord-Est,Emilia-Romagna,-.444,.18156,-.62556,-.26244,-.339,-.5620000000000001,-.385,,
Italy,ITH5,Emilia-Romagna,2021,317,2,IT,ITH,ITH5,Italia,Nord-Est,Emilia-Romagna,-.372,.311491,-.6834910000000001,-.060509,.342,-.896,-.52,-.60688,.9063560000000001
Italy,ITI1,Toscana,2017,318,2,IT,ITI,ITI1,Italia,Centro (IT),Toscana,-.739,.474301,-1.213301,-.264699,-.854,-.921,-.368,-2.61326,.474301
Italy,ITI1,Toscana,2010,318,2,IT,ITI,ITI1,Italia,Centro (IT),Toscana,-.623,.237019,-.860019,-.385981,-.508,-.72,-.578,,
Italy,ITI1,Toscana,2013,318,2,IT,ITI,ITI1,Italia,Centro (IT),Toscana,-.681,.318506,-.999506,-.362494,-.605,-.793,-.588,,
Italy,ITI1,Toscana,2021,318,2,IT,ITI,ITI1,Italia,Centro (IT),Toscana,-.346,.284538,-.630538,-.061462,.044,-.618,-.428,-.668559,.76686
Italy,ITI1,Toscana,2024,318,2,IT,ITI,ITI1,Italia,Centro (IT),Toscana,-.514,.222902,-.7369019999999999,-.291098,-.085,-.847,-.538,.331234,.130119
Italy,ITI2,Umbria,2021,319,2,IT,ITI,ITI2,Italia,Centro (IT),Umbria,-.719,.469707,-1.188707,-.249293,-.319,-1.117,-.643,-1.46655,.757153
Italy,ITI2,Umbria,2010,319,2,IT,ITI,ITI2,Italia,Centro (IT),Umbria,-.311,.292086,-.603086,-.018914,.02,-.578,-.346,,
Italy,ITI2,Umbria,2017,319,2,IT,ITI,ITI2,Italia,Centro (IT),Umbria,-1.395,.294968,-1.689968,-1.100032,-1.326,-1.37,-1.348,-.426106,.294968
Italy,ITI2,Umbria,2013,319,2,IT,ITI,ITI2,Italia,Centro (IT),Umbria,-.647,.335608,-.982608,-.311392,-.491,-.591,-.805,,
Italy,ITI2,Umbria,2024,319,2,IT,ITI,ITI2,Italia,Centro (IT),Umbria,-.945,.398138,-1.343138,-.546862,-.601,-1.472,-.628,-.8062279999999999,1.09919
Italy,ITI3,Marche,2024,320,2,IT,ITI,ITI3,Italia,Centro (IT),Marche,-.152,.268452,-.420452,.116452,.419,-.508,-.347,.177398,.640512
Italy,ITI3,Marche,2010,320,2,IT,ITI,ITI3,Italia,Centro (IT),Marche,-.542,.286874,-.8288740000000001,-.255126,-.214,-.8100000000000001,-.548,,
Italy,ITI3,Marche,2021,320,2,IT,ITI,ITI3,Italia,Centro (IT),Marche,-.731,.282727,-1.013727,-.448273,-.597,-.973,-.544,-.75144,.598201
Italy,ITI3,Marche,2017,320,2,IT,ITI,ITI3,Italia,Centro (IT),Marche,-1.257,.243805,-1.500805,-1.013195,-1.306,-.755,-1.582,.211259,.243805
Italy,ITI3,Marche,2013,320,2,IT,ITI,ITI3,Italia,Centro (IT),Marche,-.6820000000000001,.310434,-.992434,-.3715660000000001,-.6879999999999999,-.784,-.518,,
Italy,ITI4,Lazio,2010,321,2,IT,ITI,ITI4,Italia,Centro (IT),Lazio,-1.141,.253716,-1.394716,-.887284,-1.373,-1.167,-.77,,
Italy,ITI4,Lazio,2017,321,2,IT,ITI,ITI4,Italia,Centro (IT),Lazio,-1.419,.326352,-1.745352,-1.092648,-1.262,-1.587,-1.266,-1.62483,.326352
Italy,ITI4,Lazio,2024,321,2,IT,ITI,ITI4,Italia,Centro (IT),Lazio,-1.068,.199723,-1.267723,-.8682770000000001,-1.014,-1.37,-.67,-.080394,.296157
Italy,ITI4,Lazio,2021,321,2,IT,ITI,ITI4,Italia,Centro (IT),Lazio,-1.191,.238586,-1.429586,-.9524140000000001,-1.074,-1.228,-1.141,-.102726,.676888
Italy,ITI4,Lazio,2013,321,2,IT,ITI,ITI4,Italia,Centro (IT),Lazio,-1.556,.344233,-1.900233,-1.211767,-1.737,-1.365,-1.436,,
Lithuania,LT01,Sostines regionas,2013,2501,2,LT,LT0,LT01,Lietuva,Lietuva,Sostinės regionas,-.718,,,,-.629,-.576,-.89,,
Lithuania,LT01,Sostines regionas,2021,2501,2,LT,LT0,LT01,Lietuva,Lietuva,Sostinės regionas,.037,.335463,-.298463,.372463,.054,.172,-.119,-.116178,-1.32696
Lithuania,LT01,Sostines regionas,2017,2501,2,LT,LT0,LT01,Lietuva,Lietuva,Sostinės regionas,-.17,,,,.032,-.154,-.371,,
Lithuania,LT01,Sostines regionas,2010,2501,2,LT,LT0,LT01,Lietuva,Lietuva,Sostinės regionas,-.875,,,,-.778,-.614,-1.146,,
Lithuania,LT01,Sostines regionas (Vilinius),2024,2501,2,LT,LT0,LT01,Lietuva,Lietuva,Sostinės regionas,.191,.257657,-.066657,.448657,.011,.547,-.013,.083468,-.088255
Lithuania,LT02,Vidurio ir vakaru Lietuvos regionas,2021,2502,2,LT,LT0,LT02,Lietuva,Lietuva,Vidurio ir vakarų Lietuvos regionas ,-.207,.39032,-.59732,.18332,-.046,-.11,-.443,-.334442,-1.70462
Lithuania,LT02,Vidurio ir vakaru Lietuvos regionas,2024,2502,2,LT,LT0,LT02,Lietuva,Lietuva,Vidurio ir vakarų Lietuvos regionas ,-.104,.370809,-.474809,.266809,.128,-.055,-.371,-.270222,-.394384
