"Country_ID","NUTS3_ID","NUTS_ID","Sector_ID","ets_emis_t","alloc_free_t"
"LT","LT028","LT02","C19-C20",1646257,1227864
"LU","LU000","LU00","C23",394535,555893
"LU","LU000","LU00","C24",350404,324762
"LV","LV003","LV00","C23",744135,762315
"LV","LV006","LV00","C24",1,0
"LV","LV007","LV00","C23",21113,7809
"LV","LV008","LV00","C16-C18",0,0
"LV","LV008","LV00","C23",8051,8099
"LV","LV009","LV00","C23",10681,13697
"NL","NL111","NL11","C16-C18",30598,41591
"NL","NL111","NL11","C23",5516,2386
"NL","NL112","NL11","C19-C20",1390,552317
"NL","NL112","NL11","C23",111139,84556
"NL","NL112","NL11","C24",21,51072
"NL","NL113","NL11","C16-C18",52373,80988
"NL","NL113","NL11","C23",18763,19059
"NL","NL124","NL12","C16-C18",13768,4160
"NL","NL132","NL13","C16-C18",11686,13243
"NL","NL221","NL22","C16-C18",12435,14486
"NL","NL224","NL22","C23",11226,8116
"NL","NL225","NL22","C16-C18",158315,133350
"NL","NL225","NL22","C23",3068,9787
"NL","NL226","NL22","C16-C18",80875,137557
"NL","NL226","NL22","C23",51661,40652
"NL","NL310","NL31","C23",9825,9718
"NL","NL323","NL32","C16-C18",41513,44255
"NL","NL323","NL32","C24",4543687,10224070
"NL","NL33A","NL33","C19-C20",21434,0
"NL","NL33A","NL33","C23",98712,88605
"NL","NL33A","NL33","C24",0,0
"NL","NL33C","NL33","C19-C20",7508184,6439036
"NL","NL33C","NL33","C23",0,0
"NL","NL33C","NL33","C24",9236,5917
"NL","NL341","NL34","C19-C20",5963766,5179569
"NL","NL342","NL34","C19-C20",1464690,1276019
"NL","NL342","NL34","C24",63676,64441
"NL","NL411","NL41","C19-C20",2258074,1743084
"NL","NL411","NL41","C23",226997,164135
"NL","NL412","NL41","C23",80284,81631
"NL","NL413","NL41","C16-C18",10774,12930
"NL","NL413","NL41","C23",11783,11472
"NL","NL414","NL41","C19-C20",0,0
"NL","NL414","NL41","C24",18632,88462
"NL","NL421","NL42","C23",29062,21252
"NL","NL422","NL42","C16-C18",154455,135525
"NL","NL422","NL42","C23",110410,102541
"NL","NL423","NL42","C16-C18",85564,68257
"NL","NL423","NL42","C23",107301,84242
"NL","NL423","NL42","C24",13528,14032
"PL","PL213","PL21","C19-C20",81316,136369
"PL","PL213","PL21","C23",9959,11317
"PL","PL213","PL21","C24",163795,184057
"PL","PL214","PL21","C23",0,0
"PL","PL214","PL21","C24",32476,17089
"PL","PL217","PL21","C19-C20",457397,438624
"PL","PL217","PL21","C23",25118,45370
"PL","PL218","PL21","C23",0,0
"PL","PL21A","PL21","C16-C18",54058,35640
"PL","PL21A","PL21","C19-C20",23434,58857
"PL","PL21A","PL21","C23",10743,11099
"PL","PL21A","PL21","C24",157178,179896
"PL","PL224","PL22","C16-C18",50918,28861
"PL","PL224","PL22","C19-C20",130552,152760
"PL","PL224","PL22","C23",756271,810322
"PL","PL224","PL22","C24",35068,81534
"PL","PL225","PL22","C16-C18",0,0
"PL","PL227","PL22","C19-C20",227838,196822
"PL","PL228","PL22","C19-C20",54035,48941
"PL","PL228","PL22","C23",34462,22128
"PL","PL228","PL22","C24",376724,316381
"PL","PL229","PL22","C19-C20",75974,81229
"PL","PL229","PL22","C23",84770,48087
"PL","PL229","PL22","C24",19052,26581
"PL","PL22A","PL22","C24",76271,75864
"PL","PL22B","PL22","C19-C20",462451,570265
"PL","PL22B","PL22","C23",473543,459037
"PL","PL22B","PL22","C24",3026596,5740448
"PL","PL22C","PL22","C16-C18",36313,14833
"PL","PL22C","PL22","C24",184393,251000
"PL","PL411","PL41","C16-C18",7131,6930
"PL","PL411","PL41","C23",48250,46885
"PL","PL414","PL41","C23",73002,65238
"PL","PL414","PL41","C24",31409,23127
"PL","PL415","PL41","C16-C18",28239,23924
"PL","PL415","PL41","C23",36564,23339
"PL","PL416","PL41","C23",0,0
"PL","PL417","PL41","C23",206432,132632
"PL","PL418","PL41","C16-C18",4761,4427
"PL","PL418","PL41","C23",10304,8120
"PL","PL424","PL42","C16-C18",12056,16918
"PL","PL427","PL42","C19-C20",3504,4222
"PL","PL428","PL42","C19-C20",458908,580790
"PL","PL428","PL42","C23",0,0
"PL","PL431","PL43","C16-C18",193848,147735
"PL","PL432","PL43","C19-C20",8939,0
"PL","PL432","PL43","C23",100856,118360
"PL","PL515","PL51","C16-C18",30689,13640
"PL","PL515","PL51","C23",44643,23656
"PL","PL516","PL51","C23",18546,15711
"PL","PL516","PL51","C24",1026284,925281
"PL","PL517","PL51","C16-C18",333,2754
"PL","PL517","PL51","C19-C20",82987,98976
"PL","PL517","PL51","C23",59090,73128
"PL","PL518","PL51","C16-C18",2932,0
"PL","PL518","PL51","C23",34304,37317
"PL","PL523","PL52","C16-C18",12678,12066
"PL","PL523","PL52","C23",2387,8025
"PL","PL524","PL52","C16-C18",5479,5317
"PL","PL524","PL52","C19-C20",868696,1674159
"PL","PL524","PL52","C23",3153019,3046004
"PL","PL524","PL52","C24",10443,12336
"PL","PL613","PL61","C23",99414,29174
"PL","PL617","PL61","C19-C20",345068,985144
"PL","PL617","PL61","C23",1230149,1197148
"PL","PL618","PL61","C16-C18",150587,414948
"PL","PL619","PL61","C16-C18",3837,3707
"PL","PL619","PL61","C19-C20",953707,1104732
"PL","PL621","PL62","C16-C18",9524,7609
"PL","PL621","PL62","C23",53998,31198
"PL","PL622","PL62","C23",0,0
"PL","PL633","PL63","C19-C20",2160470,1700473
"PL","PL636","PL63","C23",12606,24388
"PL","PL638","PL63","C16-C18",364918,185400
"PL","PL638","PL63","C23",19398,35348
"PL","PL712","PL71","C23",21800,24554
"PL","PL713","PL71","C23",534521,505269
"PL","PL714","PL71","C23",1368173,1247785
"PL","PL715","PL71","C23",0,0
"PL","PL721","PL72","C23",1309455,1257534
"PL","PL721","PL72","C24",124698,154771
"PL","PL722","PL72","C23",2822909,2762377
"PL","PL811","PL81","C16-C18",4103,1623
"PL","PL812","PL81","C23",894700,1114289
"PL","PL814","PL81","C23",0,0
"PL","PL815","PL81","C19-C20",1471776,2283141
"PL","PL821","PL82","C19-C20",97722,90776
"PL","PL821","PL82","C23",31249,35606
"PL","PL822","PL82","C23",169103,113449
"PL","PL823","PL82","C23",25950,37836
"PL","PL824","PL82","C19-C20",0,0
"PL","PL824","PL82","C23",21710,19160
"PL","PL824","PL82","C24",38137,31416
"PL","PL842","PL84","C23",4044,4950
"PL","PL911","PL91","C24",66175,71880
"PL","PL912","PL91","C23",10357,15315
"PL","PL921","PL92","C23",48341,64710
"PL","PL922","PL92","C16-C18",28955,21041
"PL","PL922","PL92","C23",0,0
"PL","PL923","PL92","C19-C20",6621904,3432050
"PL","PL924","PL92","C16-C18",209096,165179
"PL","PL924","PL92","C23",110038,102850
"PL","PL925","PL92","C23",36009,28683
"PL","PL926","PL92","C23",0,2425
"PT","PT111","PT11","C16-C18",114073,104997
"PT","PT112","PT11","C16-C18",0,0
"PT","PT112","PT11","C23",261,6141
"PT","PT11A","PT11","C16-C18",23660,23525
"PT","PT11A","PT11","C19-C20",0,0
"PT","PT11A","PT11","C23",207247,138019
"PT","PT11A","PT11","C24",50258,41324
"PT","PT11B","PT11","C23",0,0
"PT","PT150","PT15","C23",233746,236796
"PT","PT16B","PT16","C23",531640,499862
"PT","PT16D","PT16","C16-C18",65390,43809
"PT","PT16D","PT16","C19-C20",97572,67068
"PT","PT16D","PT16","C23",188607,190786
"PT","PT16E","PT16","C16-C18",172734,274704
"PT","PT16E","PT16","C23",938138,911907
"PT","PT16F","PT16","C16-C18",0,0
"PT","PT16F","PT16","C23",354637,283540
"PT","PT16G","PT16","C16-C18",0,0
"PT","PT16H","PT16","C16-C18",65947,46084
"PT","PT16I","PT16","C16-C18",51420,25016
"PT","PT16I","PT16","C23",98307,67618
"PT","PT170","PT17","C16-C18",256996,212349
"PT","PT170","PT17","C19-C20",9824,23156
"PT","PT170","PT17","C23",1833505,1955250
"PT","PT170","PT17","C24",89697,70428
"PT","PT181","PT18","C19-C20",2371202,1646918
"PT","PT181","PT18","C23",0,0
"PT","PT185","PT18","C23",340616,310285
"RO","RO111","RO11","C23",904854,955966
"RO","RO112","RO11","C23",0,0
"RO","RO113","RO11","C16-C18",35927,11135
"RO","RO113","RO11","C23",51362,50801
"RO","RO113","RO11","C24",0,0
"RO","RO115","RO11","C24",0,0
"RO","RO116","RO11","C23",4478,6013
"RO","RO116","RO11","C24",53718,39918
"RO","RO121","RO12","C16-C18",17873,11924
"RO","RO121","RO12","C19-C20",3850,4875
"RO","RO121","RO12","C24",2034,1358
"RO","RO122","RO12","C16-C18",38563,38854
"RO","RO122","RO12","C19-C20",0,518
"RO","RO122","RO12","C23",810326,751380
"RO","RO122","RO12","C24",0,0
"RO","RO125","RO12","C23",36196,34038
"RO","RO126","RO12","C23",11427,13732
"RO","RO211","RO21","C16-C18",0,0
"RO","RO211","RO21","C19-C20",0,0
"RO","RO213","RO21","C23",22701,25236
"RO","RO214","RO21","C16-C18",0,0
"RO","RO214","RO21","C19-C20",0,0
"RO","RO214","RO21","C23",545740,599230
"RO","RO214","RO21","C24",26452,17507
"RO","RO215","RO21","C16-C18",44818,42819
"RO","RO215","RO21","C19-C20",3304,5388
"RO","RO216","RO21","C23",0,0
"RO","RO221","RO22","C16-C18",0,0
"RO","RO221","RO22","C24",55,105
"RO","RO222","RO22","C23",3984,9405
"RO","RO222","RO22","C24",9990,6874
"RO","RO223","RO22","C19-C20",835562,736387
"RO","RO223","RO22","C23",935305,850975
"RO","RO224","RO22","C24",1424681,3098848
"RO","RO225","RO22","C23",0,0
"RO","RO226","RO22","C16-C18",23978,29229
"RO","RO226","RO22","C24",0,0
"RO","RO311","RO31","C19-C20",0,0
"RO","RO311","RO31","C23",1044126,1052093
"RO","RO312","RO31","C16-C18",10203,9582
"RO","RO312","RO31","C23",100946,91770
"RO","RO312","RO31","C24",64747,60086
"RO","RO313","RO31","C23",762868,740924
"RO","RO313","RO31","C24",44578,32173
"RO","RO315","RO31","C23",0,0
"RO","RO316","RO31","C19-C20",839535,441005
"RO","RO316","RO31","C23",52710,53843
"RO","RO316","RO31","C24",0,0
"RO","RO317","RO31","C24",0,0
"RO","RO321","RO32","C23",72838,44668
"RO","RO321","RO32","C24",0,0
"RO","RO412","RO41","C23",58299,65550
"RO","RO413","RO41","C16-C18",15557,16155
"RO","RO414","RO41","C24",229396,319452
"RO","RO415","RO41","C19-C20",16906,118058
"RO","RO422","RO42","C23",0,0
"RO","RO422","RO42","C24",18763,19701
"RO","RO423","RO42","C23",686681,517071
"RO","RO423","RO42","C24",43047,27985
"RO","RO424","RO42","C23",0,0
"SE","SE110","SE11","C16-C18",941,103991
"SE","SE110","SE11","C19-C20",100999,98032
"SE","SE121","SE12","C16-C18",341,305415
"SE","SE121","SE12","C23",21515,8104
"SE","SE121","SE12","C24",0,0
"SE","SE122","SE12","C23",46817,36869
"SE","SE122","SE12","C24",1600196,1444691
"SE","SE123","SE12","C16-C18",79608,274478
"SE","SE123","SE12","C23",0,0
"SE","SE123","SE12","C24",19200,14750
"SE","SE124","SE12","C16-C18",35500,123998
"SE","SE124","SE12","C24",34362,23254
"SE","SE125","SE12","C19-C20",5349,58897
"SE","SE125","SE12","C23",149462,108307
"SE","SE125","SE12","C24",8962,6058
"SE","SE211","SE21","C16-C18",7649,17218
"SE","SE212","SE21","C16-C18",283,6747
"SE","SE213","SE21","C16-C18",15383,50612
"SE","SE213","SE21","C23",0,0
"SE","SE214","SE21","C23",1473151,1538624
"SE","SE221","SE22","C16-C18",8422,153377
"SE","SE224","SE22","C16-C18",29700,113663
"SE","SE224","SE22","C19-C20",76056,64261
"SE","SE224","SE22","C23",58896,38471
"SE","SE224","SE22","C24",176408,210193
"SE","SE231","SE23","C16-C18",30928,101745
"SE","SE231","SE23","C23",0,0
"SE","SE231","SE23","C24",12761,16532
"SE","SE232","SE23","C16-C18",66512,110057
"SE","SE232","SE23","C19-C20",2551800,2199789
"SE","SE232","SE23","C23",437073,389604
"SE","SE232","SE23","C24",140838,132143
"SE","SE311","SE31","C16-C18",88159,410912
"SE","SE311","SE31","C24",27488,33581
"SE","SE312","SE31","C16-C18",1943,84024
"SE","SE312","SE31","C23",149111,100118
"SE","SE312","SE31","C24",147816,123086
"SE","SE313","SE31","C16-C18",34152,260881
"SE","SE313","SE31","C23",16447,0
"SE","SE313","SE31","C24",117976,113188
"SE","SE321","SE32","C16-C18",174970,419536
"SE","SE321","SE32","C19-C20",0,0
"SE","SE321","SE32","C23",31154,23736
"SE","SE321","SE32","C24",210920,183147
"SE","SE331","SE33","C16-C18",28088,92575
"SE","SE332","SE33","C16-C18",28393,381510
"SE","SE332","SE33","C23",91775,43895
"SE","SE332","SE33","C24",3756693,3541178
"SI","SI031","SI03","C19-C20",0,0
"SI","SI031","SI03","C23",0,0
"SI","SI032","SI03","C16-C18",20271,17572
"SI","SI032","SI03","C23",0,0
"SI","SI032","SI03","C24",73306,97999
"SI","SI033","SI03","C24",69739,63488
"SI","SI034","SI03","C23",0,0
"SI","SI034","SI03","C24",29129,27889
"SI","SI035","SI03","C23",78383,75754
"SI","SI036","SI03","C16-C18",69306,32920
"SI","SI037","SI03","C23",0,0
"SI","SI041","SI04","C16-C18",98573,115067
"SI","SI042","SI04","C16-C18",0,0
"SI","SI042","SI04","C23",84206,52516
"SI","SI042","SI04","C24",72758,75909
"SI","SI043","SI04","C23",677478,648100
"SK","SK010","SK01","C19-C20",1408734,1245513
"SK","SK010","SK01","C23",868379,790877
"SK","SK021","SK02","C23",43670,72380
"SK","SK022","SK02","C23",759243,796239
"SK","SK022","SK02","C24",0,0
"SK","SK023","SK02","C19-C20",794426,982724
"SK","SK023","SK02","C23",39934,45923
"SK","SK031","SK03","C16-C18",69740,232927
"SK","SK031","SK03","C23",89516,87586
"SK","SK031","SK03","C24",8163,160176
"SK","SK032","SK03","C16-C18",23493,37036
"SK","SK032","SK03","C23",354354,426284
"SK","SK032","SK03","C24",87908,268285
"SK","SK041","SK04","C16-C18",11673,13464
"SK","SK041","SK04","C23",3795,7353
"SK","SK042","SK04","C16-C18",3978,3224
"SK","SK042","SK04","C19-C20",14414,19633
"SK","SK042","SK04","C23",730723,814718
"SK","SK042","SK04","C24",12774,13814
